관광지,전체내용
협재,제주도에 살고 계신 분들도 그렇고 여행을 여러번 다녀온 분들도 그렇고 다들 추천해주시는 곳이에요. 봄이나 가을 중 날씨 좋은날 다녀오시면 후회하지 않으실 거에요. : 물이 참 맑고 산책하기 좋아요.
협재,"차귀도라는 섬이 보이는 제주바다입니다. 일몰로 유명합니다. 최근에는 바람에 날리는 모래를 막기 위해 모래사장을 비닐로 덮었습니다. 아쉽지만 여전히 예쁜 바다입니다. : 차귀도가 보이는 맑은 바다, 일몰이 예쁜 바다"
협재,애월에 위치한 협재 해수욕장은 주변에 편의 시설도 잘 되어 있고 계절에 상관 없이 방문해서 항상 아름다운 모습을 보여 주는 해수욕장이에요. 특히 현무암으로 이뤄진 해변을 배경으로 찍는 사진은 매번 제주도 방문 시에 빠지지 않는 미션입니다. 주변에 가까운 맛집도 많고 비양도를 배경으로 한 사진도 아름다우니 꼭 방문 권장해요. : 에머랄드 빛 바다가 아름다운 협재 해수욕장
협재,수심이 많이 깊지도 않고 물도 엄청 맑아서 정말 밝은 하늘색 바다였어요!! 곽지해수욕장도 좋다고 하던데 저는 거기보다 협재가 훨씬 이쁘고 좋았어요! 바다 색도 이뻐서 사진도 엄청 잘나와요 : 바다물 이쁜곳
협재,해수욕을 즐기기엔 좋으나 제주 특유의 관광명소 로써의 볼거리는 진입로 도로에서만 느낄수 있어서 아쉬웠음. 캠핑장이 있는데 해수욕 보다는 인근 해송숲에 자리잡고 캠핑하며 쉬는걸 추천 : 의외로 볼게 없음
금능해수욕장,최근 관광객이 많이 찾게된 해변입니다. 일몰로 유명한 협재해수욕장에서 가까운 거리에 위치해 있습니다. 협재해변과는 또다른 모습이 있습니다. : 협재해수욕장과 가까운 해변
금능해수욕장,바다 건너에는 비양도가 보이고 ㅂ2년전 방문시에는 바닷물 색깔이 비취빛으로 맑고 투명했다. 이번에는 파도가 세서 물이 탁했고 물이 차도까지 넘어와 차가 바닷물을 뒤집어 쓰기도 했다. : 금능해변 방문
금능해수욕장,"아름다운 곳입니다. 노을질때 가면 더 좋구요. 조금만 벗어나면 근처애  드라이브 하기 좋은 길들이 있읍니다. 성수기엔 약간 밀리고, 주차가 좀 복잡하지만 그건 어디나 비슷하니까... : 해안가가지 멀지만..."
금능해수욕장,"우선 서쪽을 많이 다니면서 느낀 것인데, 제주는 동쪽보다 서쪽이 날씨도 좋고, 훨씬 날씨도 온화하면서 예쁜것 같아요. 특히 석양이 정말 최고입니다.  그중에서도 밀썰물때문에 해변이 작아졌다가 커지기도하고 하는 매력적인 금능해수욕장은 언제나 넘버원인거 같아요. 조그만 옆으로 가면 협재해수욕장도 있고, 주변에 먹거리도, 숙소도 많으니 한가한 금능쪽으로 산책겸 걸어오셔도 좋을 것 같아요. : 제주 바다중 최고"
금능해수욕장,이호테우? 곽지. 그리고 금능을 이번에 다 가봤다. 8살 아이랑. 목적은 물놀이기 때문에. 오로지. 물은 풍경은 금능이 좋다. 저 너머로 비양도?인가가 보여서 더더욱. 역시 좋은 걸 아는지 파라솔이 빼곡하다. 파라솔을 쓰지 않고 그냥 짐을 두거나 하기 뭐할 만큼 빼곡히. 그에 비해 곽지는 좀 공짜 모래사장이 널널하다. 이호테우는 더 널널하다. 짠돌이가 아니라 그냥 딱 1시간 정도 물놀이를 할거라 굳이 파라솔은 필요없는지라. 특히나 아이랑 그냥 물에만 있고 모래 사장은 있을일 없으니 파라솔을 빌리지 않았다. 짐이 살짝 걱정이지만... 대한민국아닌가. 그냥 대충 한쪽에 가방 던져놓고 물놀이 하고 왔다. 바로 밥 먹고 다른곳을 가야해서... : 푸른 바다와 하늘.
금능해수욕장,4월의 제주 바다는 푸르렀습니다. 하얀 모래와 푸른 바다 멀리 보이는 비양도가 어우러져서 멋진 풍경입니다. 가족 여행으로 사진을 찍었는데 모두 잘 나왔습니다. : 4월 가족 여행
금능해수욕장,제주도에서 제주도 다음으로 제일 이뻤던 바다입니다..개인적으로^^한림읍쪽으로 숙소를 잡으신 분들이라면 금능해수욕장 추천드려요~ : 월정리 다음으로 추천!
금능해수욕장,여기 바다는 무언가 정말 외국 같아요.처음 보았을때부터 와 소리가 절로나왔을정도고 수심이 전체적으로 낮아서 그런지너무 이쁘네요. : 한적하고 바다가 참이쁜곳
금능해수욕장,물놀이 하기에 정말 좋은거 같아요 깨끗하고 물도 맑고 깊이도 많이 가도 완만해서 허리까지밖에 안오고요~ 다음엔 꼭 물놀이 하러 가려구요 : 물놀이 하기 최적의 해변
금능해수욕장,바닷물이 얕아 가족단위로 많이 찾아오고~해변길이도 길어 경치도 너무 좋은 곳이에요~노을지는 풍경도 너무 예쁜 해변이었요~ : 노을지는 풍경이 예쁜 해변
새별오름,오름을 보고 왼쪽으로 올라가는 길은 너무 가파릅니다너무 힘들어서 힘들어 하는 분이 많아요 오름보고 오른쪽으로 가는 길은 완만해서 올라가기 싶습니다 건강한 8분 정도에 정상에 올라 갈 수 있습니다 반드시 오름 바라보고 오른쪽으로 가세요역시 억새풀이 아름답고 경관도 좋습니다 주변에 카페 새빌도 강추 방문해 보세요 : 오름을 바라보고 오른쪽 등산로로 올라 가세요!!!!!!!
새별오름,억새가 뒤덮혀 있어 가을의 정취가 더 좋은 것 같다. 오를 때 조금 힘들지만 정상에 서면 전경이 끝내준다. 한라산이 보이게 인증사진을 찍기 바란다. 가을 연인들에게 추천한다. : 새별오름 후기
새별오름,새별오름의 들불축제가 매년 3월에 개초도는데 금년엔 중국우환 폐렴의 공포로 개최될지 모르겠습니다 허나 넘실대는 억세 숲은 그 누구도 상상을 초월하는 멋진 눈부신 장면을 만끽하시길 기대해 봅니다 : 새별오름
새별오름,가을에 가면 좋은 오름입니다. 억새풀이 멋집니다. 가을에 이곳을 찾는 관광객들이 많습니다. 등산 난이도도 낮은 편이라 가족단위 관광객도 많이 옵니다. : 가을에 가면 좋은 오름
새별오름,주차장에서 10여분 정도 가파른 길을 올라가면 정상근처의 평지길까지 갈 수 있었다. 바람이 셌으나 차지않아 시원해서 좋았다.  정상에서 동쪽으로는 한라산 정상이 보였고 서쪽으로는 바다가 보였다.들불축제를 위해 억새나 나무를 꺾어가는 것은 금지되어 잇다는 푯말이 있었다. : 억새꽃 만발한 11월 새별오름 방문
새별오름,"제주의 자연 경관은 말할 수 없이 아름다움. 하지만, 새별 오름은 많이 높지 않으나 오르기 가파라 특히 애들한테는 힘들 수 있음. 그냥 아래서 바라봐도 좋고, 올라가도 딱히 볼거는 없으니 주변에서 억새 밭에서 즐기면 더욱 좋겠음. : 억새가 장관을 이루나, 오르기 조금 힘든 곳"
새별오름,사진으로 봣을때보다 도착햇을때가 훨씬 예뻣구요!!!!  오름 안힘들줄알았는데 촘 헐떡이면서 올라갓오여! 그리구 석양이 이쁘니 그시간쯤 가는게 이뻐요. : 생각보다 좋았어요
새별오름,높이는 낮은 편이지만 길이 정상을 향해 잘 나있어서 계속 오르막길을 오르려니 힘들었습니다. 억새 밭에서 사진을 찍고자하면 굳이 정상까지 오르지 않아도 충분할 것 같아요! : 억새가 예쁜 곳
새별오름,차를 가지고 오름 바로 앞까지 갈 수 있고오름의 규모도 적당해서 둘러보기 쉽다.아이들도 등반 가능하지만 경사가 있어 힘이 들 수 있다. : 접근성 좋고 적당한 규모의 오름
새별오름,용눈이 오름보다는 가파르지만 혼자서도 잘 걷는 4~5살 유아도 동반한 가족이 한번 올라가기 괜찮은 오름임. 올라가는데 비탈이 가파른 편이라 조심하기는 해야함. 들불축제도 하는 곳인데 시기 맞춰 방문하면 구경하기 좋을 것 같음 : 어린아이도 올라갈 수 있는 오름
한라산 국립공원,"한라산국립공원은 첫 방문이었습니다. 차로 제주시와 서귀포시를 오가는 도롯길에 바람도 쐬고 시간보내긴 했지만, 산행은 처음!!등산 초보자도 어렵지 않은 “영실코스”로 1,700m 윗새오름까지 다녀왔습니다. 오후 3시 이전엔 입산해야해서 점심식사 후에 영실주차장에 주차하고 마음 편안하게 조심조심 다녀왔습니다. 코스가 험하지 않지만 나무계단이 많은 발걸음에 닳아있어 조심해야합니다. 슬리퍼 신고 오는 분들 더러 있더라구요 위험천만입니다. 제주도 가운에 솟은 한반도 이남의 최고 산답게 산세가 완만하지만 웅장하고 남쪽 서귀포 산방산, 서쪽 비양도 북쪽 제주시 바다까지 한 눈에 들어올만큼광대한 PANORAMIC VIEW를 감상할 수 있습니다. 하산길에 한라산 노루떼를 많이 많이 봤습니다 노루 울음소리가 혼자 듣기엔 무서웠지만 인상깊은 한라산 산행이었습니다 : 무더운 여름에 시원한 바람 & 산책같은 등산"
한라산 국립공원,인생 첫겨울산이라 죽을것처럼 힘들고 포기하고싶었지만 성공했을때의 희열은 상상도못함한라산의 4계절을 다 느끼고싶음!!여름에도 도전!!!!💪 : 겨울왕국을 경험하다
한라산 국립공원,등산로가 길고 험합니다. 적어도 성인도 8시 정도에 출발을 해야 백롬담을 갈수 있습니다. 12시 30분까지는 진달래보호소에 가야하고 13시까지는 백록담에 도착해야하는데 시간적으로 많이 부족합니다. 아이들과 같이가는 것은 비추하며 물병을 2개 이상 챙기세요. 도시락도 챙겨서 가야 합니다. 8시 정도 출발하면 13시 간신히 백록담에 도착할 수 있습니다. : 성판악 주차장이 협소하고 성판악은 그다지 볼게 없음
한라산 국립공원,"영실코스 주차장에 낮 12시쯤 도착했는데 주차장 만석이라 들어가지못하고 대기중인 차량이 꽤 많았습니다. 입산통제시간까지 갈수있을까하는 불안감을 안고 40분여를 기다린끝에 주차 성공. 초반 올라가는길은 쉽다가 갑자기 끝없는 계단이 펼쳐집니다. 총 한시간반정도 걸려 올라간 위세오름 경치 정말 멋집니다. 육지의 산과는 다르네요. 늦게 올라가서 그런지 내려올땐 올라오는사람이 없어서 편하게 내려왔네요. 영실코스는 쉽다고 하는사람들이 많아서 가벼운 마음으로 올랐는데, 전 정말 힘들었습니다. 종아리 뭉친건 2일후까지  가더리고요. 그래도 경치 너무 멋져서 꼭 한번은 가봐야되는곳입니다. : 영실코스  꼭 가보세요"
한라산 국립공원,안개가 너무 많아서 최단코스인 영실휴게소에서 출발해서 병풍바위까지만 올라갔는데 앞이 안 보여서 되돌아왔음.다음에 기회가 되면 꼭 다시 가보고 싶음. : 안개가 앞을 가리는 한라산코스
한라산 국립공원,8시간 정도 걸려요 오전중에 가지 않으면 중간에서 더 이상 못가게해요 풍경은 정말 아름다워요 하지만 다음날부터 온 몸에 체력이 떨여져서 무척 힘들어집니다. : 정산 등반 목적
한라산 국립공원,나는 등산을 극혐하는 사람이다.하지만 한라산의 무언가에 끌려서 올라가게 되었고 신비로움을 느끼게 되었다.또 기회가 된다면 한 번 더 올라가고 싶다. : 힘들지만 다시 가고 싶은 곳.
한라산 국립공원,눈덮인 한라산 안가보셨으면 꼭 가보세요. 겨울에만 볼 수 있는 눈 덮인 한라산..옷도 그렇게 두껍게 입지 않아도 걷다보면 더워져서 정말 갈만해요. 백록담 추천! : 눈덮인 한라산 너무좋아요
한라산 국립공원,겨울의 눈꽃이 장관인 영실코스를 탐방 했습니다...2020년1월 날씨가 포근하여 설경은 아쉬웠지만...그래도 너무나 좋았던 산행이였습니다...산행 난이도는 초급 정도로 아주 편안하게 가능 하시겠지만...겨울철에는 꼭 아이젠을 챙기셔야 편안한 산행이 가능 하시겠습니다... : 겨울 영실코스 탐방
한라산 국립공원,한라산은 역시 겨울산이다. 이번에는 눈이 녹아서 나름 하절기 느낌이었지만 장관이었다. 멀리까지 보이는 백록담 경치란 역시! 첫 한라산 성공적! : 한라산 첫등반은 충동적으로 했다
어승생오름,한라산 탐방 코스 중 백록담 코스는 아니고 어승생 오름으로 이어지는 코스.편도 30분 오르면 제주시와 바다가 펼쳐진다.날씨가 좋으면 백록담쪽 정상도 보인다는데 우리가 갔을 때는 거기만 구름이 걸쳐 있었다.그래도 멋졌다. : 아이들과 부담 없이 오를 수 있는 오름
생각하는 정원,자연친화적인 제주에서 여행을 마치고여행을 마무리하는 행선지로 한적한 저지리에 왔는데 편안한 마음으로 잘 감상하고 갑니다. 전망대에서 조망하는 생각하는 정원의 풍경이 아름다웠습니다. 다음에 할아버지 모시고 다시 한번 오고 싶은 오랜 시간 정성을 들여 가꾼 곳임을 느낄 수 있었습니다. ^-^ : 행복한 시간
